,product_name,url,current_price,old_price
0,Swiftly Tech Long Sleeve 2.0,https://shop.lululemon.com/p/tops-long-sleeve/Swiftly-Tech-LS-2/_/prod9750543,78,78
1,lululemon Align™ Tank *Diamond Dye,https://shop.lululemon.com/p/women-tanks/Align-Tank-Diamond-Dye/_/prod10000326,64,64
2,lululemon Align™ Tank,https://shop.lululemon.com/p/women-tanks/Align-Tank/_/prod9600539,58,58
3,Blissful Bend Tank Top,https://shop.lululemon.com/p/women-tanks/Blissful-Bend-Tank-Top/_/prod10190150,68,68
4,Gather and Grow Tank,https://shop.lululemon.com/p/women-tanks/Gather-and-Grow-Tank/_/prod10400588,54,54
5,Gather and Grow Long Sleeve,https://shop.lululemon.com/p/tops-long-sleeve/Gather-and-Grow-Long-Sleeve/_/prod10390404,80,80
6,Ever Ready Long Sleeve,https://shop.lululemon.com/p/tops-long-sleeve/Ever-Ready-Long-Sleeve/_/prod9960686,58,58
7,Back In Action Long Sleeve,https://shop.lululemon.com/p/tops-long-sleeve/Back-In-Action-Ls/_/prod8555454,58,58
8,LA Back in Action Long Sleeve,https://shop.lululemon.com/p/tops-long-sleeve/LA-Back-in-Action-Long-Sleeve/_/prod9750526,58,58
9,Rest Less Pullover,https://shop.lululemon.com/p/tops-long-sleeve/Rest-Less-Pullover/_/prod5020032,88,88
10,Love Crew III,https://shop.lululemon.com/p/tops-short-sleeve/Love-Crew-III/_/prod8690612,48,48
11,Power Pivot Tank *Rib,https://shop.lululemon.com/p/women-tanks/Power-Pivot-Tank-Rib/_/prod9750455,58,58
12,Swiftly Tech Racerback 2.0,https://shop.lululemon.com/p/women-tanks/Swiftly-Tech-Racerback-2/_/prod9750459,58,58
13,Swiftly Tech Long Sleeve 2.0 *Race Length,https://shop.lululemon.com/p/tops-long-sleeve/Swiftly-Tech-LS-2-Race/_/prod9750541,78,78
14,Swiftly Tech Long Sleeve 2.0 *MultiDye,https://shop.lululemon.com/p/tops-long-sleeve/Swiftly-Tech-LS-2-MultiDye/_/prod9750540,88,88
15,Rise and Run Short Sleeve,https://shop.lululemon.com/p/tops-short-sleeve/Rise-and-Run-Short-Sleeve/_/prod10000268,68,68
16,Long Distance Short Sleeve,https://shop.lululemon.com/p/tops-short-sleeve/Long-Distance-Ss/_/prod8555406,58,58
17,All Yours Tee,https://shop.lululemon.com/p/womens-t-shirts/All-Yours-Tee/_/prod9370070,58,58
18,Time To Restore Short Sleeve,https://shop.lululemon.com/p/tops-short-sleeve/Time-To-Restore-Short-Sleeve/_/prod9200600,58,58
19,Love Crew *Splatter,https://shop.lululemon.com/p/womens-t-shirts/Love-Crew-Splatter/_/prod10280035,54,54
20,Back in Action Long Sleeve *Rulu,https://shop.lululemon.com/p/tops-long-sleeve/Back-in-Action-LS-Rulu/_/prod9490366,88,88
21,LA Split Shoulder Muscle Tank,https://shop.lululemon.com/p/women-tanks/LA-Split-Shoulder-Muscle-Tank/_/prod10410052,58,58
22,LA Mock Neck Layered Crop Tank,https://shop.lululemon.com/p/women-tanks/LA-Mock-Neck-Layered-Crop-Tank/_/prod10410054,68,68
23,Swiftly Tech Short Sleeve 2.0,https://shop.lululemon.com/p/tops-short-sleeve/Swiftly-Tech-SS-2/_/prod9750519,68,68
24,Love Tank *Pleated,https://shop.lululemon.com/p/women-tanks/Love-Tank-Pleated/_/prod8980076,38,38
25,Ebb To Street Tank *Light Support For B/C Cup,https://shop.lululemon.com/p/women-tanks/Ebb-To-Street-Tank/_/prod2380186,58,58
26,All Yours Tank,https://shop.lululemon.com/p/women-tanks/All-Yours-Tank/_/prod9600540,44,44
27,Cool Racerback II *Nulu,https://shop.lululemon.com/p/women-tanks/Cool-Racerback-II-Nulu/_/prod8780623,48,48
28,Love Tee V,https://shop.lululemon.com/p/tops-short-sleeve/Love-Tee-V/_/prod8690610,48,48
29,All Tied Up Tank,https://shop.lululemon.com/p/women-tanks/All-Tied-Up-Tank/_/prod6020285,44,44
30,Run Briskly 1/2 Zip,https://shop.lululemon.com/p/tops-long-sleeve/Run-Briskly-12-Zip/_/prod9750534,98,98
31,Swiftly Breathe Long Sleeve,https://shop.lululemon.com/p/tops-long-sleeve/Swiftly-Breathe-LS/_/prod10210121,78,78
32,Sculpt Tank,https://shop.lululemon.com/p/women-tanks/Sculpt-Tank/_/prod5020018,58,58
33,Swiftly Breathe Long Sleeve Squad,https://shop.lululemon.com/p/tops-long-sleeve/Swiftly-Breathe-LS-Squad/_/prod10210120,78,78
34,Cool Racerback II,https://shop.lululemon.com/p/women-tanks/Cool-Racerback-II/_/prod8260230,48,48
35,Swiftly Relaxed Short Sleeve 2.0,https://shop.lululemon.com/p/womens-t-shirts/Swiftly-Tech-SS-Breeze/_/prod9030598,68,68
36,Cates Tee,https://shop.lululemon.com/p/womens-t-shirts/Cates-Tee/_/prod9271065,48,48
37,Swiftly Breathe Short Sleeve,https://shop.lululemon.com/p/tops-short-sleeve/Swiftly-Breathe-SS/_/prod10120025,68,68
38,Love Crew III *Waffle,https://shop.lululemon.com/p/tops-short-sleeve/Love-Crew-III-Waffle/_/prod10400457,58,58
39,All Yours Tank *Tie Dye,https://shop.lululemon.com/p/women-tanks/All-Yours-Tank-Tie-Dye/_/prod10390093,52,52
40,All Yours Tee *Graphic,https://shop.lululemon.com/p/tops-short-sleeve/All-Yours-Tee-Graphic/_/prod9960626,68,68
41,Swiftly Tech Short Sleeve 2.0 *Race Length,https://shop.lululemon.com/p/tops-short-sleeve/Swiftly-Tech-Short-Sleeve-2-Race/_/prod9820343,68,68
42,All Yours Crop Tee,https://shop.lululemon.com/p/tops-short-sleeve/All-Yours-Crop-Tee/_/prod9960620,48,48
43,Swiftly Tech Racerback 2.0 *Race Length,https://shop.lululemon.com/p/women-tanks/Swiftly-Tech-RB-2-Race/_/prod9750460,58,58
44,Muscle Love Crop Tank *Tough,https://shop.lululemon.com/p/women-tanks/Muscle-Love-Crop-Tank-Tough/_/prod9820380,58,58
45,Rest Less Pullover *Bubble Dot,https://shop.lululemon.com/p/tops-long-sleeve/Rest-Less-Pullover-BD/_/prod10280037,88,88
46,Swiftly Relaxed Tank,https://shop.lululemon.com/p/women-tanks/Swiftly-Relaxed-Tank/_/prod9820391,58,58
47,Rise and Run Long Sleeve,https://shop.lululemon.com/p/tops-long-sleeve/Rise-and-Run-Long-Sleeve/_/prod9960797,78,78
48,All Yours Crop Tank,https://shop.lululemon.com/p/women-tanks/All-Yours-Crop-Tank/_/prod9960619,44,44
49,Power Y Tank *Everlux,https://shop.lululemon.com/p/women-tanks/Power-Y-Tank-Everlux/_/prod9750456,52,52
50,Swiftly Tech Short Sleeve 2.0 *City,https://shop.lululemon.com/p/tops-short-sleeve/Swiftly-Tech-Short-Sleeve-2-City/_/prod10080064,78,78
51,Swiftly Breeze Tank *Relaxed Fit,https://shop.lululemon.com/p/women-tanks/Swiftly-Breeze-Tank/_/prod9270989,58,58
52,Airy Breakaway Tank,https://shop.lululemon.com/p/women-tanks/Airy-Breakaway-Tank/_/prod9960609,68,68
53,Power Pivot Tank,https://shop.lululemon.com/p/women-tanks/Power-Pivot-Tank/_/prod9750454,58,58
54,Swiftly Relaxed Long Sleeve 2.0,https://shop.lululemon.com/p/tops-long-sleeve/Swiftly-Tech-LS-Breeze/_/prod8510157,78,78
55,Cool Racerback II Nulu Shorter Length *Diamond Dye,https://shop.lululemon.com/p/women-tanks/Cool-RB-II-Nulu-Diamond-Dye-Race/_/prod10390025,48,48
56,Swiftly Breathe Short Sleeve *Squad,https://shop.lululemon.com/p/tops-short-sleeve/Swiftly-Breathe-SS-Squad/_/prod10270106,68,68
57,Train to Be Short Sleeve,https://shop.lululemon.com/p/womens-t-shirts/Train-to-Be-SS/_/prod9600524,68,68
58,All Aligned Mock Neck Long Sleeve *Nulu,https://shop.lululemon.com/p/tops-long-sleeve/All-Aligned-Mock-Neck-Long-Sleeve/_/prod9960613,78,78
59,Breeze By Long Sleeve *Squad,https://shop.lululemon.com/p/tops-long-sleeve/Breeze-By-Long-Sleeve-Squad/_/prod8900601,78,78
60,Power Pivot Tank *Everlux,https://shop.lululemon.com/p/women-tanks/Power-Pivot-Tank-Everlux/_/prod9820381,58,58
61,All Yours Tank *Graphic,https://shop.lululemon.com/p/women-tanks/All-Yours-Tank-Graphic/_/prod10400394,48,48
62,Runderful Long Sleeve Rulu™ *Brushed,https://shop.lululemon.com/p/tops-long-sleeve/Runderful-LS-Brushed/_/prod1900037,88,88
63,It's Rulu Long Sleeve,https://shop.lululemon.com/p/tops-long-sleeve/Its-Rulu-Long-Sleeve/_/prod9200634,88,88
64,Power Y Tank *Luon,https://shop.lululemon.com/p/women-tanks/Power-Y-Tank-Luon/_/prod1870029,52,52
65,Love Tee IV,https://shop.lululemon.com/p/womens-t-shirts/Love-Tee-Iv/_/prod8351148,48,48
66,Cool Racerback *Luxtreme,https://shop.lululemon.com/p/women-tanks/Cool-Racerback-luxtreme/_/prod450026,48,48
67,Wunder Train Cropped Long Sleeve,https://shop.lululemon.com/p/tops-long-sleeve/Wunder-Train-Cropped-Long-Sleeve/_/prod9960900,88,88
68,All Yours Tank *Veil,https://shop.lululemon.com/p/women-tanks/All-Yours-Tank-Veil/_/prod9790150,65,65
69,Train to Be Short Sleeve *Stripe,https://shop.lululemon.com/p/tops-short-sleeve/Train-to-Be-Short-Sleeve-Stripe/_/prod9820354,68,68
70,Breeze By Muscle Crop Tank *lululemon,https://shop.lululemon.com/p/women-tanks/Breeze-By-Muscle-Crop-Tank-lululemon/_/prod9270952,58,58
71,Train to Be Tank,https://shop.lululemon.com/p/women-tanks/Train-to-Be-Tank/_/prod9820396,58,58
72,Hold Tight Short Sleeve *Rib,https://shop.lululemon.com/p/tops-short-sleeve/Hold-Tight-Short-Sleeve/_/prod9960704,58,58
73,Off and Running Tank,https://shop.lululemon.com/p/women-tanks/Off-and-Running-Tank/_/prod9490302,58,58
74,Sculpt Tank *Cropped,https://shop.lululemon.com/p/women-tanks/Sculpt-Tank-Cropped/_/prod9820382,48,48
75,Breeze By Muscle Tank II *Squad,https://shop.lululemon.com/p/women-tanks/Breeze-By-Muscle-Tank-II-Squad/_/prod9440063,58,58
76,Kitsilano Mock Neck Tee,https://shop.lululemon.com/p/womens-t-shirts/Kitsilano-Mock-Neck-Tee/_/prod9790149,58,58
77,Swiftly Breathe Crop Tank,https://shop.lululemon.com/p/women-tanks/Swiftly-Breathe-Crop-Tank-US/_/prod10260060,58,58
78,Cut Back Crop Tank,https://shop.lululemon.com/p/women-tanks/Cut-Back-Crop-Tank/_/prod9270960,38,38
79,Sunday Sprint Short Sleeve,https://shop.lululemon.com/p/tops-short-sleeve/Sunday-Sprint-SS/_/prod9750516,68,68
80,Breeze By Short Sleeve *Squad,https://shop.lululemon.com/p/tops-short-sleeve/Breeze-By-Short-Sleeve-Squad/_/prod8900622,68,68
81,5 Year Basic Tee *Best,https://shop.lululemon.com/p/mens-t-shirts/5-Year-Basic-Tee-Best/_/prod9930043,58,58
82,Train to Be Tank,https://shop.lululemon.com/p/women-tanks/Train-to-Be-Tank-Reg/_/prod9620013,58,58
83,Kitsilano Mock Tank,https://shop.lululemon.com/p/women-tanks/Kitsilano-Mock-Tank/_/prod8351071,48,48
84,Swiftly Breathe Muscle Tank,https://shop.lululemon.com/p/women-tanks/Swiftly-Breathe-Muscle-Tank/_/prod10240006,58,58
85,LA All Yours Cut-Out Short Sleeve,https://shop.lululemon.com/p/tops-short-sleeve/LA-All-Yours-Cut-Out-SS/_/prod10390018,68,68
86,LA Contour Slim Fit Long Sleeve,https://shop.lululemon.com/p/tops-long-sleeve/LA-Contour-Slim-Fit-LS/_/prod10390020,78,78
87,LA Tight Fit Long Sleeve Turtleneck,https://shop.lululemon.com/p/tops-long-sleeve/LA-Tight-Fit-LS-Turtleneck/_/prod10390021,78,78
88,LA Cut-Out-Waist Crop Long Sleeve,https://shop.lululemon.com/p/tops-long-sleeve/LA-Cut-Out-Waist-Crop-LS/_/prod10390022,78,78
89,Swiftly Tech Short Sleeve 2.0,https://shop.lululemon.com/p/tops-short-sleeve/Swiftly-Tech-SS-2-MD/_/prod9940024,39,68
90,Swiftly Relaxed Long Sleeve,https://shop.lululemon.com/p/tops-long-sleeve/Swiftly-Tech-LS-Breeze-MD/_/prod9610122,64,78
91,Essential Tank *Pleated,https://shop.lululemon.com/p/women-tanks/Essential-Tank-Pleated-MD/_/prod9491530,39,58
92,Brunswick Muscle Tank,https://shop.lululemon.com/p/women-tanks/Brunswick-Muscle-Tank-MD/_/prod8980112,29,44
93,Back In Action Long Sleeve,https://shop.lululemon.com/p/tops-long-sleeve/Back-In-Action-Ls-MD/_/prod8970071,39,58
94,All Tied Up Tank,https://shop.lululemon.com/p/women-tanks/All-Tied-Up-Tank-MD/_/prod8360068,29,44
95,Swiftly Tech Long Sleeve 2.0,https://shop.lululemon.com/p/tops-long-sleeve/Swiftly-Tech-LS-2-MD/_/prod9940023,59,78
96,Swiftly Breeze Long Sleeve *Relaxed Fit,https://shop.lululemon.com/p/tops-long-sleeve/Swiftly-Tech-LS-Breeze-MD/_/prod9000058,64,78
97,Cool Racerback II *Nulu,https://shop.lululemon.com/p/women-tanks/Cool-Racerback-II-Nulu-MD/_/prod8840243,34,48
98,Swiftly Tech Short Sleeve Crew,https://shop.lululemon.com/p/tops-short-sleeve/Run-Swiftly-Tech-Short-Sleeve-Crew-M-D/_/prod10220052,29,68
99,LA All Yours Tee,https://shop.lululemon.com/p/womens-t-shirts/LA-All-Yours-Tee-MD/_/prod9860126,54,64
100,Swiftly Tech Short Sleeve 2.0 *Race Length,https://shop.lululemon.com/p/tops-short-sleeve/Swiftly-Tech-Short-Sleeve-2-Race-MD/_/prod10060077,59,68
101,Ebb To Street Tank *Shine,https://shop.lululemon.com/p/women-tanks/Ebb-To-Street-Tank-Shine-MD/_/prod9730009,49,68
102,Shift in Time Short Sleeve,https://shop.lululemon.com/p/tops-short-sleeve/Shift-in-Time-Short-Sleeve-MD/_/prod10390210,59,88
103,Runderful Long Sleeve *Rulu™,https://shop.lululemon.com/p/tops-long-sleeve/Runderful-LS-MD/_/prod8260346,64,88
104,lululemon Align™ Tank,https://shop.lululemon.com/p/women-tanks/Align-Tank-MD/_/prod9980085,44,58
105,Cinch Me Up Tank,https://shop.lululemon.com/p/women-tanks/Cinch-Me-Up-Tank-MD/_/prod9280384,24,48
106,Swiftly Tech Long Sleeve 2.0 *Race Length,https://shop.lululemon.com/p/tops-long-sleeve/Swiftly-Tech-Long-Sleeve-2-Race-MD/_/prod9820340,69,78
107,Time to Restore Tank,https://shop.lululemon.com/p/women-tanks/Time-to-Restore-Tank-MD/_/prod9491418,29,54
108,Up for Down Time Long Sleeve,https://shop.lululemon.com/p/tops-long-sleeve/Up-for-Down-Time-LS-MD/_/prod10300113,54,78
109,Muscle Love Crop Tank *Tough,https://shop.lululemon.com/p/women-tanks/Muscle-Love-Crop-Tank-Tough-MD/_/prod10060073,39,58
110,Back in Action Long Sleeve *Rulu,https://shop.lululemon.com/p/tops-long-sleeve/Back-in-Action-LS-Rulu-MD/_/prod9491527,74,88
111,Swiftly Tech Racerback 2.0 *Race Length,https://shop.lululemon.com/p/women-tanks/Swiftly-Tech-RB-2-Race-MD/_/prod9900002,39,58
112,Swiftly Breathe Long Sleeve,https://shop.lululemon.com/p/tops-long-sleeve/Swiftly-Breathe-LS-MD/_/prod10320002,64,78
113,Ever Ready Long Sleeve,https://shop.lululemon.com/p/tops-long-sleeve/Ever-Ready-Long-Sleeve-MD/_/prod10390308,39,58
114,Free To Be Tank *Everlux,https://shop.lululemon.com/p/women-tanks/Free-To-Be-Tank-Everlux-MD/_/prod9370429,49,58
115,All Aligned Mock Neck Long Sleeve *Crushed Velvet,https://shop.lululemon.com/p/tops-long-sleeve/All-Aligned-Mock-Neck-LS-CV-MD/_/prod10260081,59,88
116,Swiftly Tech Racerback 2.0,https://shop.lululemon.com/p/women-tanks/Swiftly-Tech-Racerback-2-MD/_/prod9910044,39,58
117,Keep The Heat Thermal Long Sleeve,https://shop.lululemon.com/p/tops-long-sleeve/Keep-The-Heat-Thermal-Long-Sleeve-MD/_/prod9201308,59,98
118,All Yours Short Sleeve *Train,https://shop.lululemon.com/p/tops-short-sleeve/All-Yours-Short-Sleeve-Train-MD/_/prod10390311,59,68
119,Chase the Chill Long Sleeve,https://shop.lululemon.com/p/tops-long-sleeve/Chase-the-Chill-Long-Sleeve-MD/_/prod10260095,59,98
120,Cut Back Crop Tank *Wash,https://shop.lululemon.com/p/women-tanks/Cut-Back-Crop-Tank-Wash-MD/_/prod9810014,29,44
121,Run Briskly 1/2 Zip,https://shop.lululemon.com/p/tops-long-sleeve/Run-Briskly-half-Zip-MD/_/prod9201306,69,98
122,All Yours Crop Tank,https://shop.lululemon.com/p/women-tanks/All-Yours-Crop-Tank-MD/_/prod9710405,29,48
123,Love Crew III,https://shop.lululemon.com/p/tops-short-sleeve/Love-Crew-IIi-MD/_/prod8720137,29,48
124,Train to Be Long Sleeve,https://shop.lululemon.com/p/tops-long-sleeve/Train-to-Be-LS-MD/_/prod9780178,69,78
125,Close to Crossing Long Sleeve *Rulu,https://shop.lululemon.com/p/tops-long-sleeve/Close-to-Crossing-LS-Rulu-MD/_/prod9491451,59,88
126,Full Day Ahead Tank,https://shop.lululemon.com/p/women-tanks/Full-day-Ahead-Tank-MD/_/prod9850002,34,64
127,Swiftly Tech Short Sleeve 2.0 *Shibori,https://shop.lululemon.com/p/tops-short-sleeve/Swiftly-Tech-SS-2-Shibori-MD/_/prod10410011,64,78
128,All Yours Tank,https://shop.lululemon.com/p/women-tanks/All-Yours-Tank-MD/_/prod9780099,29,44
129,Love Tee V,https://shop.lululemon.com/p/womens-t-shirts/Love-Tee-V-MD/_/prod8781019,39,48
130,It's Rulu Long Sleeve,https://shop.lululemon.com/p/tops-long-sleeve/Its-Rulu-Long-Sleeve-MD/_/prod9201315,64,88
131,See The Horizon Tank,https://shop.lululemon.com/p/women-tanks/See-The-Horizon-Tank-MD/_/prod9491416,29,48
132,Emerald Long Sleeve,https://shop.lululemon.com/p/tops-long-sleeve/Emerald-Long-Sleeve-MD/_/prod9230268,49,58
133,All Yours Tee *Tie Dye,https://shop.lululemon.com/p/womens-t-shirts/Tee-Cloud-Wash-MD/_/prod10410008,54,64
134,Sculpt Tank *Cropped,https://shop.lululemon.com/p/women-tanks/Sculpt-Tank-Cropped-MD/_/prod10030005,39,48
135,Love Crew *Splatter,https://shop.lululemon.com/p/tops-short-sleeve/Love-Crew-Splatter-MD/_/prod10400429,44,54
136,Swiftly Breeze Short Sleeve *Relaxed Fit,https://shop.lululemon.com/p/tops-short-sleeve/Swiftly-Tech-SS-Breeze-MD/_/prod10210219,59,68
137,Cut Back Crop Tank,https://shop.lululemon.com/p/women-tanks/Cut-Back-Crop-Tank-MD/_/prod8670155,29,38
138,Swiftly Tech Racerback,https://shop.lululemon.com/p/women-tanks/Run-Swiftly-Racerback-MD/_/prod2820001,39,58
139,All Yours Tee *Veil,https://shop.lululemon.com/p/tops-short-sleeve/Tee-Burnout-MD/_/prod9370360,59,68
140,Sculpt Tank,https://shop.lululemon.com/p/women-tanks/Sculpt-Tank-MD/_/prod7030032,39,58
141,Love Crew *Fade,https://shop.lululemon.com/p/womens-t-shirts/Love-Crew-Fade-MD/_/prod9280259,44,54
142,Love Tank *Pleated,https://shop.lululemon.com/p/women-tanks/Love-Tank-Pleated-MD/_/prod8980109,29,38
143,Power Y Bodysuit *Nulu,https://shop.lululemon.com/p/women-bodysuits/Power-Y-Bodysuit-Nulu-MD/_/prod9980091,49,78
144,All Tied Up Tank *Wash,https://shop.lululemon.com/p/women-tanks/All-Tied-Up-Tank-Wash-MD/_/prod9980094,29,48
145,Back In Action Long Sleeve *Veil,https://shop.lululemon.com/p/tops-long-sleeve/Back-In-Action-LS-Veil-MD/_/prod10260088,39,68
146,Rise and Run Long Sleeve,https://shop.lululemon.com/p/tops-long-sleeve/Rise-and-Run-Long-Sleeve-MD/_/prod10390230,59,78
147,Swiftly Tech 1/2 Zip 2.0 *Cool,https://shop.lululemon.com/p/tops-long-sleeve/Swiftly-Tech-12-Zip-20-Cool-MD/_/prod10280098,59,108
148,Cinch it Up Tank Top,https://shop.lululemon.com/p/women-tanks/Cinch-it-Up-Tank-Top-MD/_/prod10390331,29,54
149,All Days Shirt,https://shop.lululemon.com/p/tops-long-sleeve/All-Days-Shirt-MD/_/prod10300067,39,118
150,Swiftly Breathe Crop Tank *City,https://shop.lululemon.com/p/women-tanks/Swiftly-Breathe-Crop-Tank-US-City-MD/_/prod10420051,39,54
151,Clear Intention Shirt,https://shop.lululemon.com/p/womens-t-shirts/Clear-Intention-Shirt-MD/_/prod9920074,29,98
152,To The Beat Tank *lululemon X SoulCycle,https://shop.lululemon.com/p/women-tanks/To-The-Beat-Tank-MD/_/prod9201249,49,68
153,Azal Long Sleeve *lululemon lab,https://shop.lululemon.com/p/tops-long-sleeve/Azal-LS-Print-MD/_/prod10260125,89,148
154,Esker Cropped Tank *lululemon lab,https://shop.lululemon.com/p/women-tanks/Esker-Cropped-Tank-MD/_/prod9491557,49,108
155,Ever Ready Long Sleeve *Brushed Modal,https://shop.lululemon.com/p/tops-long-sleeve/Ever-Ready-Long-Sleeve-Modal-MD/_/prod10410024,44,64
156,Sarala Short Sleeve Tee *lululemon lab,https://shop.lululemon.com/p/men-ss-tops/Sarala-SS-Tee-MD/_/prod10210191,39,98
157,Cates Tee *Veil,https://shop.lululemon.com/p/womens-t-shirts/Cates-Tee-Veil-MD/_/prod10210207,39,58
158,Adapt to You Tank,https://shop.lululemon.com/p/women-tanks/Adapt-to-You-Tank-MD/_/prod10140105,29,49
159,Full Day Ahead Shirt,https://shop.lululemon.com/p/tops-long-sleeve/Full-Day-Ahead-Shirt-MD/_/prod9710365,29,98
160,Sheer Will Tank *Pulse,https://shop.lululemon.com/p/women-tanks/Sheer-Will-Tank-Pulse-MD/_/prod9790034,29,58
161,Stronger as One Muscle Tank,https://shop.lululemon.com/p/women-tanks/Stronger-as-One-Muscle-Tank-MD/_/prod10070226,39,58
162,Dynamic Days Tank,https://shop.lululemon.com/p/women-tanks/Dynamic-Days-Tank-MD/_/prod10040063,39,68
163,Kosaten Long Sleeve *lululemon lab,https://shop.lululemon.com/p/tops-long-sleeve/LAB-Kosaten-LS-MD/_/prod10000130,39,148
164,Swiftly Tech Short Sleeve 2.0 TYO,https://shop.lululemon.com/p/tops-short-sleeve/Swiftly-Tech-Short-Sleeve-2-TYO-MD/_/prod10420052,69,78
